customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Actual_Churn,Predicted_Churn,Churn_Probability,Actual_Churn_Label,Predicted_Churn_Label,Risk_Segment,Prediction_Result,Error_Type,Tenure_Group,Charge_Bucket,Annual_Revenue,Customer_Lifetime_Value
9498-FIMXL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,161.95,No,1,0,0.12981784,Churned,Retained,Low Risk,Incorrect,False Negative,0-1 Year,$0-30,230.39999999999998,153.6
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,No,0,0,0.0077270735,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$90+,1138.8000000000002,4365.400000000001
0122-OAHPZ,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,Yes,0,0,0.06185407,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,886.1999999999999,516.9499999999999
2868-SNELZ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.6,155.8,Yes,0,0,0.0019416949,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,967.1999999999999,161.2
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,Yes,0,0,0.004410379,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$60-90,909.5999999999999,5154.4
6680-NENYN,Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,Yes,1,1,0.5259568,Churned,Churned,Medium Risk,Correct,True Positive,2-4 Years,$90+,1255.1999999999998,4497.8
2088-IEBAU,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,No,0,0,0.106245205,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$60-90,1057.8000000000002,5994.200000000001
7982-VCELR,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,No,0,0,0.00988516,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$90+,1137.6,3412.7999999999997
1343-EHPYB,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603.0,Yes,0,0,0.017428868,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$90+,1240.8000000000002,6514.200000000001
6035-BXTTY,Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,No,0,0,0.0038681377,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$30-60,655.8,1748.8
6885-PKOAM,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,No,1,1,0.85783356,Churned,Churned,High Risk,Correct,True Positive,4-6 Years,$60-90,1029.0,6088.25
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,No,0,0,0.12517507,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$60-90,809.4000000000001,4451.7
9639-BUJXT,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.5,1328.15,No,1,0,0.32053563,Churned,Retained,Medium Risk,Incorrect,False Negative,4-6 Years,$0-30,246.0,1291.5
5924-SNGKP,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,No,1,1,0.88195944,Churned,Churned,High Risk,Correct,True Positive,2-4 Years,$0-30,243.0,830.25
0021-IKXGC,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,No,1,0,0.042690996,Churned,Retained,Low Risk,Incorrect,False Negative,0-1 Year,$60-90,865.1999999999999,72.1
2034-GDRCN,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,Yes,0,0,0.0069963248,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$90+,1084.8000000000002,180.8
8966-SNIZF,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.45,1303.5,No,1,0,0.38214982,Churned,Retained,Medium Risk,Incorrect,False Negative,4-6 Years,$0-30,233.39999999999998,1361.5
6243-OZGFH,Female,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,No,0,0,0.17024077,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$30-60,539.4000000000001,1033.8500000000001
4654-DLAMQ,Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.9,No,1,1,0.5697856,Churned,Churned,Medium Risk,Correct,True Positive,4-6 Years,$90+,1164.0,6208.0
0513-RBGPE,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,No,0,0,0.19468494,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,753.5999999999999,2323.6
5160-UXJED,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,No,1,0,0.08622507,Churned,Retained,Low Risk,Incorrect,False Negative,1-2 Years,$30-60,535.2,758.2
4115-NZRKS,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,No,0,0,0.15247627,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,1069.8000000000002,624.0500000000001
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes,0,0,0.19227882,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,1017.5999999999999,339.2
0623-IIHUG,Female,1,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,Yes,0,0,0.0023315616,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$30-60,502.79999999999995,879.9
4572-DVCGN,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,Yes,0,0,0.16470674,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,963.0,802.5
3351-NGXYI,Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889.0,No,0,0,0.39085835,Retained,Retained,Medium Risk,Correct,True Negative,1-2 Years,$30-60,649.2,865.6
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,No,0,1,0.50371444,Retained,Churned,Medium Risk,Incorrect,False Positive,4-6 Years,$90+,1263.0,6736.0
9057-MSWCO,Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes,0,0,0.08761702,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$30-60,369.0,830.25
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,No,1,1,0.8201044,Churned,Churned,High Risk,Correct,True Positive,2-4 Years,$90+,1165.1999999999998,4078.2
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,No,1,1,0.65276635,Churned,Churned,High Risk,Correct,True Positive,0-1 Year,$0-30,242.39999999999998,101.0
5229-DTFYB,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No,0,0,0.017081298,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$90+,1185.6,4050.7999999999997
0104-PPXDV,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,No,0,0,0.10424229,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$30-60,603.5999999999999,2917.3999999999996
5176-LMJXE,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,No,0,0,0.062930875,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$0-30,246.60000000000002,965.85
3583-KRKMD,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No,0,0,0.14401051,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$60-90,910.8000000000001,1366.2
1010-DIAUQ,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes,1,0,0.28043902,Churned,Retained,Low Risk,Incorrect,False Negative,0-1 Year,$90+,1158.0,482.5
9069-LGEUL,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,No,0,0,0.16905956,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$30-60,719.4000000000001,1378.8500000000001
7302-ZHMHP,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,19.15,No,0,0,0.054111853,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$0-30,229.79999999999998,19.15
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,No,0,0,0.014563049,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$90+,1183.8000000000002,7004.150000000001
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,No,0,1,0.5419662,Retained,Churned,Medium Risk,Incorrect,False Positive,4-6 Years,$90+,1351.1999999999998,8107.2
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,No,1,1,0.59187317,Churned,Churned,Medium Risk,Correct,True Positive,2-4 Years,$0-30,247.20000000000002,679.8000000000001
0259-GBZSH,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,0,1,0.69567585,Retained,Churned,High Risk,Incorrect,False Positive,0-1 Year,$60-90,1027.8000000000002,171.3
6122-EFVKN,Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.8,No,0,0,0.41096663,Retained,Retained,Medium Risk,Correct,True Negative,1-2 Years,$30-60,429.0,858.0
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,No,0,0,0.44745094,Retained,Retained,Medium Risk,Correct,True Negative,4-6 Years,$90+,1197.0,5586.0
6862-CQUMB,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,No,1,0,0.16485617,Churned,Retained,Low Risk,Incorrect,False Negative,2-4 Years,$90+,1153.1999999999998,3555.7
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,No,0,0,0.12847832,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,1021.1999999999999,3659.2999999999997
6158-HDPXZ,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,No,0,0,0.10197565,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$0-30,304.20000000000005,25.35
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Yes,0,0,0.34524214,Retained,Retained,Medium Risk,Correct,True Negative,2-4 Years,$90+,1259.4,2623.75
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,No,1,0,0.08755565,Churned,Retained,Low Risk,Incorrect,False Negative,4-6 Years,$60-90,1075.8000000000002,5468.650000000001
5686-CMAWK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,No,0,0,0.028170997,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$60-90,1041.0,1474.75
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,No,0,0,0.10893797,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,1034.4,3534.2000000000003
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,Yes,0,0,0.3068143,Retained,Retained,Medium Risk,Correct,True Negative,0-1 Year,$30-60,607.8,50.65
8204-YJCLA,Male,1,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No,0,0,0.018797398,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$60-90,777.5999999999999,4665.599999999999
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes,0,1,0.72673756,Retained,Churned,High Risk,Incorrect,False Positive,0-1 Year,$90+,1090.1999999999998,90.85
6583-SZVGP,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,No,1,0,0.19673179,Churned,Retained,Low Risk,Incorrect,False Negative,2-4 Years,$90+,1297.1999999999998,5188.799999999999
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,Yes,0,0,0.34104723,Retained,Retained,Medium Risk,Correct,True Negative,0-1 Year,$0-30,239.39999999999998,219.45
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes,1,0,0.40068063,Churned,Retained,Medium Risk,Incorrect,False Negative,4-6 Years,$60-90,1025.4,4699.75
1708-PBBOA,Female,0,No,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,No,1,1,0.5946401,Churned,Churned,Medium Risk,Correct,True Positive,2-4 Years,$30-60,657.0,2299.5
8782-LKFPK,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063.0,No,0,0,0.0109205395,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$90+,1084.8000000000002,3977.6000000000004
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,No,1,1,0.7147136,Churned,Churned,High Risk,Correct,True Positive,0-1 Year,$30-60,528.0,44.0
3597-MVHJT,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,No,0,0,0.023241302,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$90+,1147.1999999999998,2581.2
9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,No,0,0,0.12711482,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,1017.5999999999999,2289.6
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,No,0,1,0.6265774,Retained,Churned,High Risk,Incorrect,False Positive,0-1 Year,$30-60,531.5999999999999,88.6
9967-ATRFS,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,367.55,No,0,0,0.014202002,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$0-30,238.79999999999998,378.09999999999997
3951-NJCVI,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,No,0,0,0.20247763,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$90+,1140.6,3992.1
2977-CEBSX,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,No,0,0,0.03937116,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$90+,1080.6,5943.3
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,No,0,0,0.017279621,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$90+,1318.8000000000002,3626.7000000000003
6599-CEBNN,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,Yes,0,0,0.03868019,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,887.4000000000001,2514.3
2519-ERQOJ,Male,1,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,No,0,0,0.0055343644,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$30-60,655.2,1801.8
5876-QMYLD,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,No,1,1,0.5814434,Churned,Churned,Medium Risk,Correct,True Positive,1-2 Years,$0-30,240.60000000000002,461.15000000000003
2277-AXSDC,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,No,0,0,0.0051953243,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$0-30,237.0,632.0
9442-JTWDL,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,237.7,No,0,0,0.29700628,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$0-30,240.60000000000002,220.55
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,Yes,0,0,0.16656473,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$90+,1193.4,6862.05
3067-SVMTC,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.9,3848.8,No,0,0,0.19403574,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$30-60,670.8,3801.2
5495-GPSRW,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,No,0,0,0.012435404,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$0-30,236.39999999999998,394.0
7606-BPHHN,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,No,0,0,0.23320237,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$0-30,237.60000000000002,1425.6000000000001
4742-DRORA,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.4,5812.0,No,1,0,0.04541681,Churned,Retained,Low Risk,Incorrect,False Negative,4-6 Years,$90+,1144.8000000000002,5724.0
0111-KLBQG,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,No,0,0,0.30515194,Retained,Retained,Medium Risk,Correct,True Negative,2-4 Years,$90+,1127.4,3006.4
4800-VHZKI,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,Yes,1,1,0.7420746,Churned,Churned,High Risk,Correct,True Positive,0-1 Year,$0-30,238.79999999999998,19.9
7989-CHGTL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,0,0,0.016688671,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$0-30,235.20000000000002,19.6
0334-GDDSO,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,Yes,1,0,0.39786783,Churned,Retained,Medium Risk,Incorrect,False Negative,0-1 Year,$60-90,976.1999999999999,244.04999999999998
4163-NCJAK,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,1066.15,No,1,1,0.56420994,Churned,Churned,Medium Risk,Correct,True Positive,2-4 Years,$0-30,293.4,1124.7
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,No,1,1,0.64885515,Churned,Churned,High Risk,Correct,True Positive,2-4 Years,$60-90,899.4000000000001,2173.55
5973-EJGDP,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473.0,No,1,0,0.4660168,Churned,Retained,Medium Risk,Incorrect,False Negative,4-6 Years,$60-90,1048.1999999999998,4454.849999999999
1996-DBMUS,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,No,0,0,0.05231597,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,847.8000000000001,3391.2000000000003
7916-VCCPB,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,No,0,0,0.16536891,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$60-90,879.0,1172.0
4686-GEFRM,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,6858.9,No,0,0,0.414262,Retained,Retained,Medium Risk,Correct,True Negative,4-6 Years,$90+,1184.4,6909.0
5249-QYHEX,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1024.7,No,1,1,0.71123904,Churned,Churned,High Risk,Correct,True Positive,2-4 Years,$0-30,297.6,992.0
0578-SKVMF,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,Yes,1,0,0.015074469,Churned,Retained,Low Risk,Incorrect,False Negative,1-2 Years,$60-90,999.5999999999999,1832.6
5564-NEMQO,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,Yes,1,0,0.42278615,Churned,Retained,Medium Risk,Incorrect,False Negative,0-1 Year,$60-90,903.5999999999999,75.3
2233-FAGXV,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,132.25,No,0,0,0.08929328,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$0-30,291.6,121.5
5605-IYGFG,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,No,0,0,0.049789183,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,838.1999999999999,488.94999999999993
7663-ZTEGJ,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55,2830.45,No,0,0,0.4696382,Retained,Retained,Medium Risk,Correct,True Negative,2-4 Years,$90+,1206.6,2915.95
3935-TBRZZ,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.7,1110.5,No,1,0,0.27147946,Churned,Retained,Low Risk,Incorrect,False Negative,2-4 Years,$0-30,308.4,1130.8
8111-BKVDS,Female,0,No,No,10,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,449.3,No,0,0,0.011316016,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$30-60,488.40000000000003,407.0
2055-SIFSS,Female,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,No,0,0,0.42491838,Retained,Retained,Medium Risk,Correct,True Negative,4-6 Years,$30-60,619.8,2840.75
2806-MLNTI,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,5376.4,No,0,1,0.5994545,Retained,Churned,Medium Risk,Incorrect,False Positive,4-6 Years,$90+,1261.1999999999998,5465.2
8734-DKSTZ,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,No,0,1,0.56004107,Retained,Churned,Medium Risk,Incorrect,False Positive,0-1 Year,$60-90,1031.4,859.5
4360-PNRQB,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,No,0,0,0.0047700675,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$60-90,907.1999999999999,1360.8
